No,year,month,date,Discharge_CMS,Sed_Con_ppm,Sus_Load_MTDay,date_full,SSL_expected,flag
1,2023,1,6,8.69,725,554.41,2023-01-06,544.3416000000001,ok
2,2023,1,12,7.87,800,543.97,2023-01-12,543.9744000000001,ok
3,2023,2,7,3.28,0,0,2023-02-07,0,below_detection
4,2023,2,21,9.32,528,425.09,2023-02-21,425.170944,ok
5,2023,3,6,12.93,0,0,2023-03-06,0,below_detection
6,2023,3,22,7.38,0,0,2023-03-22,0,below_detection
7,2023,4,13,7.4,0,0,2023-04-13,0,below_detection
8,2023,4,24,8.16,0,0,2023-04-24,0,below_detection
9,2023,5,11,7.1,0,0,2023-05-11,0,below_detection
10,2023,5,30,5.28,0,0,2023-05-30,0,typo_corrected
11,2023,6,9,10.36,515,460.94,2023-06-09,460.97856,ok
12,2023,6,13,10.39,532,477.53,2023-06-13,477.57427200000006,ok
13,2023,6,26,9.88,0,0,2023-06-26,0,below_detection
14,2023,7,13,6.44,434,241.57,2023-07-13,241.48454400000003,ok
15,2023,7,20,9.13,485,382.49,2023-07-20,382.58352,ok
16,2023,7,24,8.23,403,286.59,2023-07-24,286.562016,ok
17,2023,8,11,20.85,3890,7006.61,2023-08-11,7007.6016,ok
18,2023,8,16,15.59,1580,2141.16,2023-08-16,2128.22208,ok
19,2023,8,28,12.89,1191,1326.84,2023-08-28,1326.411936,ok
20,2023,9,6,397.42,3362,115441.03,2023-09-06,115441.289856,ok
21,2023,9,14,127.84,578,6384.44,2023-09-14,6384.227328000001,ok
22,2023,9,22,184.01,0,0,2023-09-22,0,below_detection
23,2023,10,16,46.26,0,0,2023-10-16,0,below_detection
24,2023,10,24,21.44,0,0,2023-10-24,0,below_detection
25,2023,10,30,23.66,0,0,2023-10-30,0,below_detection
26,2023,11,13,13.75,0,0,2023-11-13,0,below_detection
27,2023,11,21,10.41,0,0,2023-11-21,0,below_detection
28,2023,11,27,12.28,0,0,2023-11-27,0,below_detection
29,2023,12,14,8.83,0,0,2023-12-14,0,below_detection
30,2023,12,25,10.86,0,0,2023-12-25,0,below_detection
1,2022,1,17,40.18,347,1204.59,2022-01-17,1204.628544,ok
2,2022,1,24,16.83,805,1170.81,2022-01-24,1170.5601599999998,ok
3,2022,2,10,13.63,196,230.77,2022-02-10,230.815872,ok
4,2022,2,17,10.01,464,401.33,2022-02-17,401.29689600000006,ok
5,2022,3,10,9.08,262,205.55,2022-03-10,205.542144,ok
6,2022,3,22,9.66,469,391.56,2022-03-22,391.43865600000004,ok
7,2022,4,12,13.24,559,639.53,2022-04-12,639.460224,ok
8,2022,4,20,10.38,533,477.79,2022-04-20,478.011456,ok
9,2022,5,9,8.82,575,438.31,2022-05-09,438.17760000000004,ok
10,2022,5,18,19.17,1244,2060.73,2022-05-18,2060.4222720000002,ok
11,2022,6,8,13.81,1238,1477.27,2022-06-08,1477.1617919999999,ok
12,2022,6,14,12.06,1247,1299.02,2022-06-14,1299.3540480000001,ok
13,2022,6,23,7.31,433,273.46,2022-06-23,273.47587200000004,ok
14,2022,7,6,14.4,915,1138.23,2022-07-06,1138.4064,ok
15,2022,7,14,7.67,474,313.89,2022-07-14,314.11411200000003,ok
16,2022,7,21,6.18,409,0,2022-07-21,218.386368,ssl_inconsistent
17,2022,8,2,4.21,552,200.53,2022-08-02,200.78668800000003,ok
18,2022,8,11,6.12,0,0,2022-08-11,0,below_detection
19,2022,8,17,6.67,0,0,2022-08-17,0,below_detection
20,2022,9,5,5.36,293,135.65,2022-09-05,135.689472,ok
21,2022,9,14,5.86,233,118.02,2022-09-14,117.96883200000002,ok
22,2022,9,20,11.76,200,203.21,2022-09-20,203.21280000000002,ok
23,2022,10,5,9.78,0,0,2022-10-05,0,below_detection
24,2022,10,17,108.24,7285,68127.61,2022-10-17,68128.85376,ok
25,2022,10,25,86.14,1092,8127.56,2022-10-25,8127.205632000001,ok
26,2022,11,3,90.42,1180,9218.53,2022-11-03,9218.49984,ok
27,2022,11,10,44.27,966,3695.07,2022-11-10,3694.8804480000003,ok
28,2022,11,16,29.47,641,1632.27,2022-11-16,1632.1193280000002,ok
29,2022,12,5,11.46,0,0,2022-12-05,0,below_detection
30,2022,12,3,13.82,0,0,2022-12-03,0,below_detection
1,2021,1,11,8.07,0,0,2021-01-11,0,below_detection
2,2021,1,26,11.07,0,0,2021-01-26,0,below_detection
3,2021,2,5,7.56,0,0,2021-02-05,0,below_detection
4,2021,2,24,8.41,0,0,2021-02-24,0,below_detection
5,2021,3,11,5.96,0,0,2021-03-11,0,below_detection
6,2021,3,24,5.56,0,0,2021-03-24,0,below_detection
7,2021,4,14,6.2,608,325.47,2021-04-14,325.69344,ok
8,2021,4,23,5.78,0,0,2021-04-23,0,below_detection
9,2021,5,13,5.06,0,0,2021-05-13,0,below_detection
10,2021,5,20,4.64,0,0,2021-05-20,0,below_detection
11,2021,6,10,11.46,542,536.8,2021-06-10,536.6580480000001,ok
12,2021,6,16,10.78,893,831.77,2021-06-16,831.7330559999999,ok
13,2021,6,25,21.18,2717,4971.54,2021-06-25,4971.979584,ok
14,2021,7,13,8.44,0,0,2021-07-13,0,below_detection
15,2021,7,19,8.82,0,0,2021-07-19,0,below_detection
16,2021,7,27,8.43,0,0,2021-07-27,0,below_detection
17,2021,8,10,15.81,0,0,2021-08-10,0,below_detection
18,2021,8,17,14.99,1747,2263.25,2021-08-17,2262.602592,ok
19,2021,8,25,13.32,713,820.28,2021-08-25,820.554624,ok
20,2021,9,7,11.26,829,806.37,2021-09-07,806.5042559999999,ok
21,2021,9,12,52.29,822,3713.56,2021-09-12,3713.677632,ok
22,2021,9,23,24.78,712,1524.36,2021-09-23,1524.386304,ok
23,2021,10,12,945.29,16412,1340418.15,2021-10-12,1340418.195072,Q_extreme_check
24,2021,10,18,85.23,1005,7401.02,2021-10-18,7400.691360000001,ok
25,2021,10,25,43.7,710,2680.47,2021-10-25,2680.7328000000007,ok
26,2021,11,10,19.58,559,945.39,2021-11-10,945.667008,ok
27,2021,11,18,17.93,618,957.23,2021-11-18,957.375936,ok
28,2021,11,26,14.91,544,700.96,2021-11-26,700.793856,ok
29,2021,12,9,16.28,350,492.39,2021-12-09,492.3072,ok
30,2021,12,16,15.78,348,474.51,2021-12-16,474.460416,ok
1,2020,1,9,10.54,0,0,2020-01-09,0,below_detection
2,2020,1,15,7.52,0,0,2020-01-15,0,below_detection
3,2020,2,7,7.84,0,0,2020-02-07,0,below_detection
4,2020,2,19,6.01,1010,524.28,2020-02-19,524.45664,ok
5,2020,3,10,5.78,541,270.35,2020-03-10,270.17107200000004,ok
6,2020,3,23,5.77,444,221.27,2020-03-23,221.346432,ok
7,2020,4,10,7.73,286,191.03,2020-04-10,191.01139200000003,ok
8,2020,4,22,5.34,0,0,2020-04-22,0,below_detection
9,2020,5,14,5.93,734,376.1,2020-05-14,376.066368,ok
10,2020,5,20,5.33,656,302.05,2020-05-20,302.09587200000004,ok
11,2020,6,1,6.01,383,198.89,2020-06-01,198.87811200000002,ok
12,2020,6,8,6.86,371,219.72,2020-06-08,219.89318400000002,ok
13,2020,6,22,5.07,417,182.65,2020-06-22,182.666016,ok
14,2020,7,8,5.05,389,169.6,2020-07-08,169.72848,ok
15,2020,7,15,6.09,0,0,2020-07-15,0,below_detection
16,2020,7,28,6.5,728,408.59,2020-07-28,408.8448,ok
17,2020,8,7,5.57,335,161.14,2020-08-07,161.21808000000001,ok
18,2020,8,17,3.49,0,0,2020-08-17,0,below_detection
19,2020,8,24,4.66,0,0,2020-08-24,0,below_detection
20,2020,9,10,6.07,0,0,2020-09-10,0,below_detection
21,2020,9,16,11.2,979,946.94,2020-09-16,947.35872,ok
22,2020,9,23,5.41,372,173.92,2020-09-23,173.881728,ok
23,2020,10,12,4.69,451,182.74,2020-10-12,182.752416,ok
24,2020,10,19,13.38,1177,1360.63,2020-10-19,1360.649664,ok
25,2020,10,28,12.35,482,514.34,2020-10-28,514.31328,ok
26,2020,11,10,35.85,993,3076.1,2020-11-10,3075.7579200000005,ok
27,2020,11,17,20.77,0,0,2020-11-17,0,below_detection
28,2020,11,26,15.48,570,762.57,2020-11-26,762.35904,ok
29,2020,12,9,16.6,146,209.35,2020-12-09,209.39904000000004,ok
30,2020,12,23,11.96,535,552.87,2020-12-23,552.8390400000001,ok
1,2019,1,10,9.06,0,0,2019-01-10,0,below_detection
2,2019,1,24,5,0,0,2019-01-24,0,below_detection
3,2019,2,19,10.43,0,0,2019-02-19,0,below_detection
4,2019,2,26,9.47,0,0,2019-02-26,0,below_detection
5,2019,3,6,6.7,0,0,2019-03-06,0,below_detection
6,2019,3,26,6.68,0,0,2019-03-26,0,below_detection
7,2019,4,12,8.23,0,0,2019-04-12,0,below_detection
8,2019,4,24,9.09,0,0,2019-04-24,0,below_detection
9,2019,5,8,8.75,436,329.7,2019-05-08,329.61600000000004,ok
10,2019,5,17,5.97,0,0,2019-05-17,0,below_detection
11,2019,6,12,13.31,530,609.47,2019-06-12,609.49152,ok
12,2019,6,21,12.2,0,0,2019-06-21,0,below_detection
13,2019,6,24,10.1,0,0,2019-06-24,0,below_detection
14,2019,7,1,11.91,473,468.78,2019-07-01,486.72835200000003,ok
15,2019,7,16,8.82,0,0,2019-07-16,0,below_detection
16,2019,7,29,10.84,670,627.61,2019-07-29,627.5059200000001,ok
17,2019,8,7,21.79,426,801.79,2019-08-07,802.011456,ok
18,2019,8,12,8.5,0,0,2019-08-12,0,below_detection
19,2019,8,23,11.12,0,0,2019-08-23,0,below_detection
20,2019,9,26,171.1,3337,49331.89,2019-09-26,49331.004479999996,ok
21,2019,9,9,24.95,808,1741.48,2019-09-09,1741.78944,ok
22,2019,9,12,30.73,667,1771.11,2019-09-12,1770.9330240000002,ok
23,2019,10,24,12.88,435,484.1,2019-10-24,484.08192,ok
24,2019,10,7,14.21,629,772.5,2019-10-07,772.250976,ok
25,2019,10,14,10.85,0,0,2019-10-14,0,below_detection
26,2019,11,29,8.12,528,370.57,2019-11-29,370.427904,ok
27,2019,11,14,8.61,0,0,2019-11-14,0,below_detection
28,2019,11,20,7.49,474,306.63,2019-11-20,306.74246400000004,ok
29,2019,12,3,10.5,575,521.77,2019-12-03,521.64,ok
30,2019,12,24,9.77,1102,930.1,2019-12-24,930.229056,ok
1,2018,1,10,36.17,694,2168.64,2018-01-10,2168.811072,ok
2,2018,1,24,13.4,0,0,2018-01-24,0,below_detection
3,2018,2,8,14.02,0,0,2018-02-08,0,below_detection
4,2018,2,21,10.58,0,0,2018-02-21,0,below_detection
5,2018,3,7,18.35,0,0,2018-03-07,0,below_detection
6,2018,3,22,10.28,0,0,2018-03-22,0,below_detection
7,2018,4,11,6.69,0,0,2018-04-11,0,below_detection
8,2018,4,30,8.13,0,0,2018-04-30,0,below_detection
9,2018,5,16,6,0,0,2018-05-16,0,below_detection
10,2018,5,22,7.07,0,0,2018-05-22,0,below_detection
11,2018,5,29,7.29,0,0,2018-05-29,0,below_detection
12,2018,6,1,12.92,0,0,2018-06-01,0,below_detection
13,2018,6,8,8.25,0,0,2018-06-08,0,below_detection
14,2018,6,29,9.84,0,0,2018-06-29,0,below_detection
15,2018,7,11,8.83,364,277.6,2018-07-11,277.699968,ok
16,2018,7,19,21.26,594,1091.23,2018-07-19,1091.0972160000001,ok
17,2018,7,26,11.72,0,0,2018-07-26,0,below_detection
18,2018,8,10,9.66,0,0,2018-08-10,0,below_detection
19,2018,8,15,11.58,945,945.48,2018-08-15,945.4838400000001,ok
20,2018,8,23,13.5,3265,3807.99,2018-08-23,3808.2960000000003,ok
21,2018,9,11,66.99,2204,12756.27,2018-09-11,12756.610944,ok
22,2018,9,18,172.89,2553,38135.49,2018-09-18,38135.937888,ok
23,2018,9,27,62.91,758,4120.07,2018-09-27,4120.051392,ok
24,2018,10,17,30.88,505,1347.41,2018-10-17,1347.35616,ok
25,2018,10,24,17.63,443,674.96,2018-10-24,674.7917759999999,ok
26,2018,10,29,20.63,0,0,2018-10-29,0,below_detection
27,2018,11,8,33.69,377,1097.19,2018-11-08,1097.377632,ok
28,2018,11,20,19.8,0,0,2018-11-20,0,below_detection
29,2018,12,12,7.71,0,0,2018-12-12,0,below_detection
30,2018,12,25,11.67,0,0,2018-12-25,0,below_detection
1,2017,1,6,13.22,326,373.47,2017-01-06,372.35980800000004,ok
2,2017,1,17,7.75,346,231.81,2017-01-17,231.6816,ok
3,2017,2,15,7.83,0,0,2017-02-15,0,below_detection
4,2017,3,7,7.38,0,0,2017-03-07,0,below_detection
5,2017,3,13,5.82,672,337.82,2017-03-13,337.913856,ok
6,2017,3,21,6.77,0,0,2017-03-21,0,below_detection
7,2017,4,18,7.06,0,0,2017-04-18,0,below_detection
8,2017,4,26,4.47,0,0,2017-04-26,0,below_detection
9,2017,5,4,5.63,0,0,2017-05-04,0,below_detection
10,2017,5,12,5.24,790,357.96,2017-05-12,357.66144,ok
11,2017,5,19,11.03,1254,1194.48,2017-05-19,1195.051968,ok
12,2017,6,2,12.68,0,0,2017-06-02,0,below_detection
13,2017,6,13,24.76,552,1181,2017-06-13,1180.873728,ok
14,2017,6,27,5.17,1226,546.48,2017-06-27,547.639488,ok
15,2017,7,10,10.2,0,0,2017-07-10,0,below_detection
16,2017,7,17,14.31,590,729.48,2017-07-17,729.46656,ok
17,2017,7,26,7.87,0,0,2017-07-26,0,below_detection
18,2017,7,30,19.35,4639,7754.83,2017-07-30,7755.665760000001,ok
19,2017,8,8,31.42,338,917.65,2017-08-08,917.5645440000002,ok
20,2017,8,14,21.83,0,0,2017-08-14,0,below_detection
21,2017,8,23,92.22,404,3218.92,2017-08-23,3218.994432,ok
22,2017,9,14,12.01,0,0,2017-09-14,0,below_detection
23,2017,9,25,11.17,0,0,2017-09-25,0,below_detection
24,2017,9,30,9.26,0,0,2017-09-30,0,below_detection
25,2017,10,12,102.22,850,7506.78,2017-10-12,7507.036800000001,ok
26,2017,10,16,497.35,3853,165568.41,2017-10-16,165567.41712,ok
27,2017,10,26,46.17,606,2417.21,2017-10-26,2417.3873280000003,ok
28,2017,11,14,31.6,548,1496.1,2017-11-14,1496.17152,ok
29,2017,11,20,24.42,0,0,2017-11-20,0,below_detection
30,2017,12,13,16.32,0,0,2017-12-13,0,below_detection
1,2016,1,12,19.01,305,500.9,2016-01-12,500.95152,ok
2,2016,1,25,19.51,689,1161.54,2016-01-25,1161.4224960000001,ok
3,2016,6,6,5.9,288,146.74,2016-06-06,146.81088000000003,ok
4,2016,9,15,208.4,6653,0,2016-09-15,119792.32128,ssl_inconsistent
5,2016,12,12,17.23,231,0,2016-12-12,343.883232,ssl_inconsistent
1,2015,1,8,9.07,0,0,2015-01-08,0,below_detection
2,2015,1,26,9.02,0,0,2015-01-26,0,below_detection
3,2015,2,5,9.18,0,0,2015-02-05,0,below_detection
4,2015,2,13,10.18,0,0,2015-02-13,0,below_detection
5,2015,3,6,9.01,0,0,2015-03-06,0,below_detection
6,2015,3,11,10.8,0,0,2015-03-11,0,below_detection
7,2015,4,15,5.98,0,0,2015-04-15,0,below_detection
8,2015,4,22,6.71,0,0,2015-04-22,0,below_detection
9,2015,5,6,6.09,0,0,2015-05-06,0,below_detection
10,2015,5,13,6.19,0,0,2015-05-13,0,below_detection
11,2015,5,21,7.35,0,0,2015-05-21,0,below_detection
12,2015,6,5,10.25,0,0,2015-06-05,0,below_detection
13,2015,6,11,6.71,0,0,2015-06-11,0,below_detection
14,2015,6,17,5.01,0,0,2015-06-17,0,below_detection
15,2015,7,10,8.67,0,0,2015-07-10,0,below_detection
16,2015,7,20,7.04,0,0,2015-07-20,0,below_detection
17,2015,7,27,6.07,0,0,2015-07-27,0,below_detection
18,2015,8,13,9.42,0,0,2015-08-13,0,below_detection
19,2015,8,20,6.71,0,0,2015-08-20,0,below_detection
20,2015,8,26,24.76,5128,10971.92,2015-08-26,10970.145792000001,ok
21,2015,9,4,24.8,0,0,2015-09-04,0,below_detection
22,2015,9,11,14.68,0,0,2015-09-11,0,below_detection
23,2015,9,18,13.19,0,0,2015-09-18,0,below_detection
24,2015,10,2,14.6,0,0,2015-10-02,0,below_detection
25,2015,10,13,10.45,0,0,2015-10-13,0,below_detection
26,2015,10,28,9.69,0,0,2015-10-28,0,below_detection
27,2015,11,10,11.6,607,608.57,2015-11-10,608.35968,ok
28,2015,11,24,26.5,0,0,2015-11-24,0,below_detection
29,2015,12,9,10.33,348,310.65,2015-12-09,310.594176,ok
30,2015,12,22,12.86,0,0,2015-12-22,0,below_detection
1,2014,1,6,11.56,0,0,2014-01-06,0,below_detection
2,2014,1,21,13.84,0,0,2014-01-21,0,below_detection
3,2014,2,7,8.87,0,0,2014-02-07,0,below_detection
4,2014,2,25,9.17,0,0,2014-02-25,0,below_detection
5,2014,3,13,9.59,0,0,2014-03-13,0,below_detection
6,2014,3,26,6.71,0,0,2014-03-26,0,below_detection
7,2014,4,10,6.38,0,0,2014-04-10,0,below_detection
8,2014,4,21,6.97,0,0,2014-04-21,0,below_detection
9,2014,5,5,12.07,397,413.91,2014-05-05,414.01065600000004,ok
10,2014,5,12,11.7,0,0,2014-05-12,0,below_detection
11,2014,5,21,8.19,0,0,2014-05-21,0,below_detection
12,2014,6,5,11.47,0,0,2014-06-05,0,below_detection
13,2014,6,16,23.62,435,887.85,2014-06-16,887.7340800000001,ok
14,2014,6,24,9.44,0,0,2014-06-24,0,below_detection
15,2014,7,4,12.29,0,0,2014-07-04,0,below_detection
16,2014,7,8,7.33,0,0,2014-07-08,0,below_detection
17,2014,7,24,96.55,4484,37404.78,2014-07-24,37405.16928,ok
18,2014,8,7,15.8,3271,4466.44,2014-08-07,4465.30752,ok
19,2014,8,21,15.83,631,862.81,2014-08-21,863.0262720000001,ok
20,2014,8,27,12.48,0,0,2014-08-27,0,below_detection
21,2014,9,5,7.77,0,0,2014-09-05,0,below_detection
22,2014,9,16,8.97,0,0,2014-09-16,0,below_detection
23,2014,9,24,35.43,1408,4310.1,2014-09-24,4310.102016000001,ok
24,2014,10,1,29.37,484,1481.94,2014-10-01,1228.182912,ssl_inconsistent
25,2014,10,13,10.25,0,0,2014-10-13,0,below_detection
26,2014,11,4,11.83,0,0,2014-11-04,0,below_detection
27,2014,11,12,8.27,0,0,2014-11-12,0,below_detection
28,2014,11,21,14.69,0,0,2014-11-21,0,below_detection
29,2014,12,4,9.81,0,0,2014-12-04,0,below_detection
30,2014,12,18,10.02,0,0,2014-12-18,0,below_detection
1,2013,1,11,13.23,0,0,2013-01-11,0,below_detection
2,2013,1,30,11.87,0,0,2013-01-30,0,below_detection
3,2013,2,13,9.96,0,0,2013-02-13,0,below_detection
4,2013,2,22,9.93,0,0,2013-02-22,0,below_detection
5,2013,3,12,9.97,0,0,2013-03-12,0,below_detection
6,2013,3,20,8.56,0,0,2013-03-20,0,below_detection
7,2013,4,5,6.23,0,0,2013-04-05,0,below_detection
8,2013,4,16,5.54,0,0,2013-04-16,0,below_detection
9,2013,5,7,7,0,0,2013-05-07,0,below_detection
10,2013,5,16,6.15,0,0,2013-05-16,0,below_detection
11,2013,5,28,15.79,423,577.15,2013-05-28,577.080288,ok
12,2013,6,7,20.66,235,419.54,2013-06-07,419.48064000000005,ok
13,2013,6,14,50.48,987,4304.52,2013-06-14,4304.772864,ok
14,2013,6,25,31.42,0,0,2013-06-25,0,below_detection
15,2013,7,18,12.33,2907,3096.36,2013-07-18,3096.861984,ok
16,2013,7,25,49.93,1510,6514.59,2013-07-25,6514.0675200000005,ok
17,2013,8,4,67.88,580,3401.55,2013-08-04,3401.60256,ok
18,2013,8,16,28.15,187,454.75,2013-08-16,454.81392000000005,ok
19,2013,8,27,78.76,1486,10111.77,2013-08-27,10112.027904,ok
20,2013,9,24,38.22,6891,22753.73,2013-09-24,22755.515328,ok
21,2013,10,4,15.33,0,0,2013-10-04,0,below_detection
22,2013,10,25,10.39,135,121.2,2013-10-25,121.18896000000001,ok
23,2013,11,5,11.96,150,155.05,2013-11-05,155.00160000000002,ok
24,2013,12,13,19.32,220,367.14,2013-12-13,367.23456,ok
1,2012,1,11,13.23,0,0,2012-01-11,0,below_detection
2,2012,1,30,11.87,0,0,2012-01-30,0,below_detection
3,2012,2,13,9.96,0,0,2012-02-13,0,below_detection
4,2012,2,22,9.93,0,0,2012-02-22,0,below_detection
5,2012,3,12,9.97,0,0,2012-03-12,0,below_detection
6,2012,3,20,8.56,0,0,2012-03-20,0,below_detection
7,2012,4,5,6.23,0,0,2012-04-05,0,below_detection
8,2012,4,16,5.54,0,0,2012-04-16,0,below_detection
9,2012,5,7,7,0,0,2012-05-07,0,below_detection
10,2012,5,16,6.15,0,0,2012-05-16,0,below_detection
11,2012,5,28,15.79,423,577.15,2012-05-28,577.080288,ok
12,2012,6,7,20.66,235,419.54,2012-06-07,419.48064000000005,ok
13,2012,6,14,50.48,987,4304.52,2012-06-14,4304.772864,ok
14,2012,6,25,21.42,0,0,2012-06-25,0,below_detection
15,2012,7,18,12.33,2907,3096.36,2012-07-18,3096.861984,ok
16,2012,7,25,49.93,1510,6514.59,2012-07-25,6514.0675200000005,ok
17,2012,8,4,67.88,580,3401.55,2012-08-04,3401.60256,ok
18,2012,8,16,28.15,187,454.75,2012-08-16,454.81392000000005,ok
19,2012,8,27,78.76,1486,10111.77,2012-08-27,10112.027904,ok
20,2012,9,24,38.22,6891,22753.73,2012-09-24,22755.515328,ok
21,2012,10,4,15.33,0,0,2012-10-04,0,below_detection
22,2012,10,25,10.39,135,121.2,2012-10-25,121.18896000000001,ok
23,2012,11,5,11.96,150,155.05,2012-11-05,155.00160000000002,ok
24,2012,12,13,19.32,220,367.14,2012-12-13,367.23456,ok
1,2011,1,5,8.44,0,0,2011-01-05,0,below_detection
2,2011,1,6,8.44,0,0,2011-01-06,0,below_detection
3,2011,1,14,8.63,0,0,2011-01-14,0,below_detection
4,2011,1,24,9.42,0,0,2011-01-24,0,below_detection
5,2011,2,9,7.7,0,0,2011-02-09,0,below_detection
6,2011,2,18,7.72,0,0,2011-02-18,0,below_detection
7,2011,2,23,8.26,0,0,2011-02-23,0,below_detection
8,2011,2,24,8.26,0,0,2011-02-24,0,below_detection
9,2011,3,7,6.23,0,0,2011-03-07,0,below_detection
10,2011,3,8,6.23,0,0,2011-03-08,0,below_detection
11,2011,3,14,7.95,0,0,2011-03-14,0,below_detection
12,2011,3,24,6.75,0,0,2011-03-24,0,below_detection
13,2011,3,25,6.75,0,0,2011-03-25,0,below_detection
14,2011,4,13,5.65,0,0,2011-04-13,0,below_detection
15,2011,4,21,4.43,0,0,2011-04-21,0,below_detection
16,2011,4,24,4.43,0,0,2011-04-24,0,below_detection
17,2011,4,29,6.73,0,0,2011-04-29,0,below_detection
18,2011,5,10,7.16,0,0,2011-05-10,0,below_detection
19,2011,5,23,9.44,3544,2889.62,2011-05-23,2890.5431040000003,ok
20,2011,6,2,20.2,130,226.9,2011-06-02,226.8864,ok
21,2011,6,15,9.98,0,0,2011-06-15,0,below_detection
22,2011,7,1,16.46,112,159.25,2011-07-01,159.28012800000002,ok
23,2011,7,15,13.5,154,179.67,2011-07-15,179.62560000000002,ok
24,2011,7,22,16.66,0,0,2011-07-22,0,below_detection
25,2011,7,23,16.66,0,0,2011-07-23,0,below_detection
26,2011,8,9,9.94,0,0,2011-08-09,0,below_detection
27,2011,8,19,11.35,0,0,2011-08-19,0,below_detection
28,2011,8,24,10.83,143,133.84,2011-08-24,133.806816,ok
29,2011,8,25,10.83,143,133.84,2011-08-25,133.806816,ok
30,2011,8,31,106.21,2438,22371.78,2011-08-31,22372.414271999998,ok
31,2011,9,13,24.99,0,0,2011-09-13,0,below_detection
32,2011,9,14,24.99,0,0,2011-09-14,0,below_detection
33,2011,9,28,25.62,171,378.55,2011-09-28,378.52012800000006,ok
34,2011,9,29,25.62,171,378.55,2011-09-29,378.52012800000006,ok
35,2011,10,6,94.88,1136,9312.51,2011-10-06,9312.509952,ok
36,2011,10,8,96.49,1136,9470.43,2011-10-08,9470.532096,ok
37,2011,10,17,33.83,131,382.94,2011-10-17,382.90147199999996,ok
