No,year,month,date,Discharge_CMS,Sed_Con_ppm,Sus_Load_MTDay,date_full,SSL_expected,flag
13,1984,7,2,20.1,0,0,1984-07-02,0,below_detection
14,1984,7,4,48.6,2431,10207.87,1984-07-04,10207.866240000001,ok
15,1984,7,25,10.2,0,0,1984-07-25,0,below_detection
16,1984,8,3,7.73,0,0,1984-08-03,0,below_detection
17,1984,8,9,12,0,0,1984-08-09,0,below_detection
18,1984,8,14,153,1885,24918.19,1984-08-14,24918.192000000003,ok
19,1984,8,22,77.5,0,0,1984-08-22,0,below_detection
20,1984,8,30,310,2958,79227.07,1984-08-30,79227.072,ok
21,1984,8,31,249,3126,67251.51,1984-08-31,67251.5136,ok
22,1984,9,8,83,836,5995.12,1984-09-08,5995.1232,ok
23,1984,9,15,51.3,0,0,1984-09-15,0,below_detection
24,1984,9,22,43,0,0,1984-09-22,0,below_detection
25,1984,10,4,12.4,0,0,1984-10-04,0,below_detection
26,1984,10,16,9.1,0,0,1984-10-16,0,below_detection
27,1984,10,27,182,848,13334.63,1984-10-27,13334.6304,ok
28,1984,11,16,15.3,0,0,1984-11-16,0,below_detection
29,1984,12,4,6.33,0,0,1984-12-04,0,below_detection
30,1984,12,18,5.58,0,0,1984-12-18,0,below_detection
1,1983,1,14,7.47,0,0,1983-01-14,0,below_detection
2,1983,1,24,7.95,0,0,1983-01-24,0,below_detection
3,1983,2,23,16,0,0,1983-02-23,0,below_detection
4,1983,3,8,18.7,0,0,1983-03-08,0,below_detection
5,1983,3,17,18.6,0,0,1983-03-17,0,below_detection
6,1983,4,16,11,0,0,1983-04-16,0,below_detection
7,1983,4,26,8.97,0,0,1983-04-26,0,below_detection
8,1983,5,11,10.7,0,0,1983-05-11,0,below_detection
9,1983,5,26,9.3,0,0,1983-05-26,0,below_detection
10,1983,6,17,7.12,0,0,1983-06-17,0,below_detection
11,1983,6,28,10.1,0,0,1983-06-28,0,below_detection
12,1983,7,8,6.45,0,0,1983-07-08,0,below_detection
13,1983,7,16,6.58,0,0,1983-07-16,0,below_detection
14,1983,7,22,5.5,0,0,1983-07-22,0,below_detection
15,1983,7,26,11.6,458,459.03,1983-07-26,459.02592000000004,ok
16,1983,8,16,6.82,0,0,1983-08-16,0,below_detection
17,1983,8,24,10.4,0,0,1983-08-24,0,below_detection
18,1983,9,6,8.25,0,0,1983-09-06,0,below_detection
19,1983,9,15,7.97,0,0,1983-09-15,0,below_detection
20,1983,9,30,10.3,0,0,1983-09-30,0,below_detection
21,1983,10,8,9.97,0,0,1983-10-08,0,below_detection
22,1983,10,14,44,5127,19490.8,1983-10-14,19490.803200000002,ok
23,1983,10,29,15.5,0,0,1983-10-29,0,below_detection
24,1983,11,4,26.8,0,0,1983-11-04,0,below_detection
25,1983,11,18,11,0,0,1983-11-18,0,below_detection
26,1983,11,26,8.59,0,0,1983-11-26,0,below_detection
27,1983,12,10,6.33,0,0,1983-12-10,0,below_detection
28,1983,12,24,6.16,0,0,1983-12-24,0,below_detection
29,1983,12,30,7.34,0,0,1983-12-30,0,below_detection
1,1982,1,29,9.03,0,0,1982-01-29,0,below_detection
2,1982,2,25,7.8,0,0,1982-02-25,0,below_detection
3,1982,3,17,8.62,0,0,1982-03-17,0,below_detection
4,1982,3,27,6.07,0,0,1982-03-27,0,below_detection
5,1982,4,16,5.55,0,0,1982-04-16,0,below_detection
6,1982,4,26,6.52,0,0,1982-04-26,0,below_detection
7,1982,5,20,6.2,0,0,1982-05-20,0,below_detection
8,1982,5,28,6.26,0,0,1982-05-28,0,below_detection
9,1982,6,3,7.87,0,0,1982-06-03,0,below_detection
10,1982,6,28,6.98,0,0,1982-06-28,0,below_detection
11,1982,7,8,11.6,0,0,1982-07-08,0,below_detection
12,1982,7,14,9.72,0,0,1982-07-14,0,below_detection
13,1982,7,22,5.38,0,0,1982-07-22,0,below_detection
14,1982,8,5,108,1560,14556.67,1982-08-05,14556.672,ok
15,1982,8,18,60.8,3360,17650.48,1982-08-18,17650.483200000002,ok
16,1982,8,24,48.2,744,3098.37,1982-08-24,3098.37312,ok
17,1982,8,31,29.6,450,1150.85,1982-08-31,1150.848,ok
18,1982,9,10,15.5,0,0,1982-09-10,0,below_detection
19,1982,9,16,13.2,0,0,1982-09-16,0,below_detection
20,1982,9,24,12.2,0,0,1982-09-24,0,below_detection
21,1982,9,29,12.3,0,0,1982-09-29,0,below_detection
22,1982,10,8,8.91,0,0,1982-10-08,0,below_detection
23,1982,10,15,9.45,0,0,1982-10-15,0,below_detection
24,1982,10,30,7.32,0,0,1982-10-30,0,below_detection
25,1982,11,12,8.38,0,0,1982-11-12,0,below_detection
26,1982,11,23,6.79,0,0,1982-11-23,0,below_detection
27,1982,12,16,6.63,0,0,1982-12-16,0,below_detection
28,1982,12,29,7.6,0,0,1982-12-29,0,below_detection
1,1981,1,7,7.9,0,0,1981-01-07,0,below_detection
2,1981,1,23,7.12,0,0,1981-01-23,0,below_detection
3,1981,2,12,8.04,0,0,1981-02-12,0,below_detection
4,1981,2,27,7.92,0,0,1981-02-27,0,below_detection
5,1981,3,6,6.68,0,0,1981-03-06,0,below_detection
6,1981,3,20,12.4,721,772.45,1981-03-20,772.45056,ok
7,1981,4,9,6.77,0,0,1981-04-09,0,below_detection
8,1981,4,29,5.62,0,0,1981-04-29,0,below_detection
9,1981,5,16,7.31,0,0,1981-05-16,0,below_detection
10,1981,5,28,6.11,0,0,1981-05-28,0,below_detection
11,1981,6,11,44.1,685,2610.01,1981-06-11,2610.0144,ok
12,1981,6,27,31.9,0,0,1981-06-27,0,below_detection
13,1981,7,9,15.3,0,0,1981-07-09,0,below_detection
14,1981,7,17,18.9,0,0,1981-07-17,0,below_detection
15,1981,7,24,32.8,0,0,1981-07-24,0,below_detection
16,1981,7,30,18,0,0,1981-07-30,0,below_detection
17,1981,8,7,13.7,0,0,1981-08-07,0,below_detection
18,1981,8,13,11.7,0,0,1981-08-13,0,below_detection
19,1981,8,20,9.43,0,0,1981-08-20,0,below_detection
20,1981,8,26,9.4,0,0,1981-08-26,0,below_detection
21,1981,9,7,10.2,0,0,1981-09-07,0,below_detection
22,1981,9,12,11.6,0,0,1981-09-12,0,below_detection
23,1981,9,18,50.3,148,643.2,1981-09-18,643.19616,ok
24,1981,9,23,168,1026,14892.6,1981-09-23,14892.595200000002,ok
25,1981,10,12,20.4,0,0,1981-10-12,0,below_detection
26,1981,10,18,16.2,0,0,1981-10-18,0,below_detection
27,1981,10,29,13.9,0,0,1981-10-29,0,below_detection
28,1981,11,11,12.5,0,0,1981-11-11,0,below_detection
29,1981,11,21,10.4,0,0,1981-11-21,0,below_detection
30,1981,11,27,15.7,0,0,1981-11-27,0,below_detection
31,1981,12,11,9.72,0,0,1981-12-11,0,below_detection
1,1980,1,7,8.41,0,0,1980-01-07,0,below_detection
2,1980,1,22,7.94,0,0,1980-01-22,0,below_detection
3,1980,2,5,8.88,0,0,1980-02-05,0,below_detection
4,1980,2,22,8.88,0,0,1980-02-22,0,below_detection
5,1980,3,10,7.17,0,0,1980-03-10,0,below_detection
6,1980,3,26,5.81,0,0,1980-03-26,0,below_detection
7,1980,4,7,4.73,0,0,1980-04-07,0,below_detection
8,1980,4,22,5.69,0,0,1980-04-22,0,below_detection
9,1980,5,6,4.78,0,0,1980-05-06,0,below_detection
10,1980,5,26,8.7,0,0,1980-05-26,0,below_detection
11,1980,6,9,14.6,0,0,1980-06-09,0,below_detection
12,1980,6,21,7.79,0,0,1980-06-21,0,below_detection
13,1980,7,9,5.62,0,0,1980-07-09,0,below_detection
14,1980,7,18,6.54,0,0,1980-07-18,0,below_detection
15,1980,7,28,5.5,0,0,1980-07-28,0,below_detection
16,1980,8,5,5.32,0,0,1980-08-05,0,below_detection
17,1980,8,14,5.27,0,0,1980-08-14,0,below_detection
18,1980,8,20,4,0,0,1980-08-20,0,below_detection
19,1980,9,5,6.84,0,0,1980-09-05,0,below_detection
20,1980,9,11,5.76,0,0,1980-09-11,0,below_detection
21,1980,9,24,38.2,577,1904.38,1980-09-24,1904.3769600000003,ok
22,1980,10,7,19.93,0,0,1980-10-07,0,below_detection
23,1980,10,17,15,0,0,1980-10-17,0,below_detection
24,1980,10,24,14,0,0,1980-10-24,0,below_detection
25,1980,11,5,14.9,0,0,1980-11-05,0,below_detection
26,1980,11,18,10.7,0,0,1980-11-18,0,below_detection
27,1980,11,25,15.15,0,0,1980-11-25,0,below_detection
28,1980,12,4,10.3,0,0,1980-12-04,0,below_detection
29,1980,12,26,8.02,0,0,1980-12-26,0,below_detection
1,1979,1,9,17.3,0,0,1979-01-09,0,below_detection
2,1979,1,24,11.8,0,0,1979-01-24,0,below_detection
3,1979,2,10,8.64,0,0,1979-02-10,0,below_detection
4,1979,2,22,7.34,0,0,1979-02-22,0,below_detection
5,1979,3,5,6,0,0,1979-03-05,0,below_detection
6,1979,3,22,6.77,0,0,1979-03-22,0,below_detection
7,1979,4,7,7.55,0,0,1979-04-07,0,below_detection
8,1979,4,21,8.04,0,0,1979-04-21,0,below_detection
9,1979,5,7,7.2,0,0,1979-05-07,0,below_detection
10,1979,5,23,15.7,0,0,1979-05-23,0,below_detection
11,1979,6,6,9.56,0,0,1979-06-06,0,below_detection
12,1979,6,13,13,0,0,1979-06-13,0,below_detection
13,1979,6,25,13.4,0,0,1979-06-25,0,below_detection
14,1979,7,4,7.12,0,0,1979-07-04,0,below_detection
15,1979,7,16,7.76,0,0,1979-07-16,0,below_detection
16,1979,7,23,7.08,0,0,1979-07-23,0,below_detection
17,1979,8,4,164,283,4010,1979-08-04,4009.9968000000003,ok
18,1979,8,9,59.2,494,2526.75,1979-08-09,2526.7507200000005,ok
19,1979,8,18,20.3,802,1406.64,1979-08-18,1406.6438400000002,ok
20,1979,8,25,20.4,186,327.84,1979-08-25,327.83616,ok
21,1979,9,3,15.9,1268,1741.93,1979-09-03,1741.9276800000002,ok
22,1979,9,10,26.6,504,1158.31,1979-09-10,1158.3129600000002,ok
23,1979,9,18,17.6,0,0,1979-09-18,0,below_detection
24,1979,9,25,14.9,0,0,1979-09-25,0,below_detection
25,1979,10,2,13.7,0,0,1979-10-02,0,below_detection
26,1979,10,15,9.14,0,0,1979-10-15,0,below_detection
27,1979,10,22,9.58,0,0,1979-10-22,0,below_detection
28,1979,11,5,7.47,0,0,1979-11-05,0,below_detection
29,1979,11,14,11.2,0,0,1979-11-14,0,below_detection
30,1979,11,24,11.6,0,0,1979-11-24,0,below_detection
31,1979,12,6,8.8,0,0,1979-12-06,0,below_detection
32,1979,12,17,8.75,0,0,1979-12-17,0,below_detection
1,1978,1,7,14.2,0,0,1978-01-07,0,below_detection
2,1978,1,18,21.4,0,0,1978-01-18,0,below_detection
3,1978,2,1,14.1,0,0,1978-02-01,0,below_detection
4,1978,2,17,19.4,0,0,1978-02-17,0,below_detection
5,1978,3,8,12,0,0,1978-03-08,0,below_detection
6,1978,3,20,12.1,0,0,1978-03-20,0,below_detection
7,1978,4,6,17,0,0,1978-04-06,0,below_detection
8,1978,4,19,8.05,0,0,1978-04-19,0,below_detection
9,1978,5,2,11.2,0,0,1978-05-02,0,below_detection
10,1978,5,16,10.9,0,0,1978-05-16,0,below_detection
11,1978,6,1,30.8,0,0,1978-06-01,0,below_detection
12,1978,6,13,21.8,0,0,1978-06-13,0,below_detection
13,1978,6,21,22,0,0,1978-06-21,0,below_detection
14,1978,7,5,16,0,0,1978-07-05,0,below_detection
15,1978,7,12,10.6,0,0,1978-07-12,0,below_detection
16,1978,7,24,10.8,0,0,1978-07-24,0,below_detection
17,1978,8,2,10.3,0,0,1978-08-02,0,below_detection
18,1978,8,9,64.5,1551,8643.41,1978-08-09,8643.4128,ok
19,1978,8,16,37.3,0,0,1978-08-16,0,below_detection
20,1978,8,25,48.8,538,2268.38,1978-08-25,2268.3801599999997,ok
21,1978,9,4,34.5,0,0,1978-09-04,0,below_detection
22,1978,9,13,38.7,0,0,1978-09-13,0,below_detection
23,1978,9,23,20.8,0,0,1978-09-23,0,below_detection
24,1978,9,30,17.1,0,0,1978-09-30,0,below_detection
25,1978,10,7,17.7,0,0,1978-10-07,0,below_detection
26,1978,10,14,62.3,608,3272.69,1978-10-14,3272.69376,ok
27,1978,10,20,42.4,0,0,1978-10-20,0,below_detection
28,1978,10,26,27,0,0,1978-10-26,0,below_detection
29,1978,11,8,19.7,0,0,1978-11-08,0,below_detection
30,1978,11,17,21.6,0,0,1978-11-17,0,below_detection
31,1978,11,29,19.5,0,0,1978-11-29,0,below_detection
32,1978,12,8,12.3,0,0,1978-12-08,0,below_detection
33,1978,12,28,12.5,0,0,1978-12-28,0,below_detection
1,1977,1,7,9.64,0,0,1977-01-07,0,below_detection
2,1977,1,25,8.98,0,0,1977-01-25,0,below_detection
3,1977,2,4,10.8,0,0,1977-02-04,0,below_detection
4,1977,2,25,8.32,0,0,1977-02-25,0,below_detection
5,1977,3,9,8.25,0,0,1977-03-09,0,below_detection
6,1977,3,22,6.88,0,0,1977-03-22,0,below_detection
7,1977,4,8,7.13,0,0,1977-04-08,0,below_detection
8,1977,4,20,6.66,0,0,1977-04-20,0,below_detection
9,1977,5,6,6.46,0,0,1977-05-06,0,below_detection
10,1977,5,16,7.38,24,15.3,1977-05-16,15.303168000000001,ok
11,1977,6,7,13.5,583,680.01,1977-06-07,680.0112,ok
12,1977,6,27,9.33,0,0,1977-06-27,0,below_detection
13,1977,7,12,5.97,0,0,1977-07-12,0,below_detection
14,1977,7,18,6.79,0,0,1977-07-18,0,below_detection
15,1977,7,28,47,505,2050.7,1977-07-28,2050.704,ok
16,1977,8,2,37.9,121,396.22,1977-08-02,396.22176,ok
17,1977,8,13,15.5,0,0,1977-08-13,0,below_detection
18,1977,8,17,14.9,0,0,1977-08-17,0,below_detection
19,1977,8,22,29.5,169,430.75,1977-08-22,430.7472,ok
20,1977,9,2,21.1,0,0,1977-09-02,0,below_detection
21,1977,9,9,14.1,0,0,1977-09-09,0,below_detection
22,1977,9,16,10.5,0,0,1977-09-16,0,below_detection
23,1977,9,24,275,13126,311873.76,1977-09-24,311873.76,ok
24,1977,10,1,61.9,233,1246.12,1977-10-01,1246.12128,ok
25,1977,10,8,35.8,0,0,1977-10-08,0,below_detection
26,1977,10,17,25.3,0,0,1977-10-17,0,below_detection
27,1977,10,24,22.2,0,0,1977-10-24,0,below_detection
28,1977,11,2,23.5,0,0,1977-11-02,0,below_detection
29,1977,11,23,25.5,0,0,1977-11-23,0,below_detection
30,1977,12,7,14.4,0,0,1977-12-07,0,below_detection
31,1977,12,23,13.1,0,0,1977-12-23,0,below_detection
1,1976,1,6,13.3,0,0,1976-01-06,0,below_detection
2,1976,1,20,12.4,0,0,1976-01-20,0,below_detection
3,1976,2,5,11.2,0,0,1976-02-05,0,below_detection
4,1976,2,20,9.58,0,0,1976-02-20,0,below_detection
5,1976,3,5,9.96,0,0,1976-03-05,0,below_detection
6,1976,3,16,7.96,0,0,1976-03-16,0,below_detection
7,1976,4,2,6.86,0,0,1976-04-02,0,below_detection
8,1976,4,16,7.35,0,0,1976-04-16,0,below_detection
9,1976,5,6,8.71,0,0,1976-05-06,0,below_detection
10,1976,5,20,9.01,0,0,1976-05-20,0,below_detection
11,1976,6,3,17.5,0,0,1976-06-03,0,below_detection
12,1976,6,17,14.4,0,0,1976-06-17,0,below_detection
13,1976,7,2,67.7,237,1386.28,1976-07-02,1386.2793600000002,ok
14,1976,7,12,35.9,24,74.44,1976-07-12,74.44224,ok
15,1976,7,26,16.7,0,0,1976-07-26,0,below_detection
16,1976,8,6,16,0,0,1976-08-06,0,below_detection
17,1976,8,13,15.4,0,0,1976-08-13,0,below_detection
18,1976,8,19,13.3,0,0,1976-08-19,0,below_detection
19,1976,8,27,26.2,107,242.21,1976-08-27,242.21376,ok
20,1976,9,6,18.2,0,0,1976-09-06,0,below_detection
21,1976,9,13,15.1,0,0,1976-09-13,0,below_detection
22,1976,9,20,26.8,0,0,1976-09-20,0,below_detection
23,1976,9,28,55.6,214,1028.02,1976-09-28,1028.02176,ok
24,1976,10,5,24.2,47,98.27,1976-10-05,98.27135999999999,ok
25,1976,10,15,18.4,0,0,1976-10-15,0,below_detection
26,1976,10,21,17.2,0,0,1976-10-21,0,below_detection
27,1976,10,29,14.1,0,0,1976-10-29,0,below_detection
28,1976,11,8,12.3,0,0,1976-11-08,0,below_detection
29,1976,11,22,12.9,0,0,1976-11-22,0,below_detection
30,1976,12,6,10.2,0,0,1976-12-06,0,below_detection
31,1976,12,20,6.56,0,0,1976-12-20,0,below_detection
1,1975,1,8,17.1,0,0,1975-01-08,0,below_detection
2,1975,1,20,17,0,0,1975-01-20,0,below_detection
3,1975,2,18,9.86,0,0,1975-02-18,0,below_detection
4,1975,3,5,10.9,0,0,1975-03-05,0,below_detection
5,1975,3,18,12.6,0,0,1975-03-18,0,below_detection
6,1975,4,7,10.3,0,0,1975-04-07,0,below_detection
7,1975,4,23,10.2,0,0,1975-04-23,0,below_detection
8,1975,5,2,9.47,0,0,1975-05-02,0,below_detection
9,1975,5,19,8.39,0,0,1975-05-19,0,below_detection
10,1975,6,3,9.06,0,0,1975-06-03,0,below_detection
11,1975,6,13,10.9,0,0,1975-06-13,0,below_detection
12,1975,6,23,12.4,0,0,1975-06-23,0,below_detection
13,1975,7,1,12.4,0,0,1975-07-01,0,below_detection
14,1975,7,14,11.5,0,0,1975-07-14,0,below_detection
15,1975,7,24,11.9,0,0,1975-07-24,0,below_detection
16,1975,8,1,8.03,0,0,1975-08-01,0,below_detection
17,1975,8,11,15.8,0,0,1975-08-11,0,below_detection
18,1975,8,18,23.7,0,0,1975-08-18,0,below_detection
19,1975,8,25,20.4,0,0,1975-08-25,0,below_detection
20,1975,9,2,13.1,0,0,1975-09-02,0,below_detection
21,1975,9,8,18.5,109,174.23,1975-09-08,174.22560000000001,ok
22,1975,9,16,16.9,113,165,1975-09-16,164.99808,ok
23,1975,9,28,83.5,1600,11543.04,1975-09-28,11543.04,ok
24,1975,10,3,37.5,761,2465.64,1975-10-03,2465.6400000000003,ok
25,1975,10,12,181,5760,90077.18,1975-10-12,90077.18400000001,ok
26,1975,10,13,148,5450,69690.24,1975-10-13,69690.24,ok
27,1975,10,20,106,1670,15294.53,1975-10-20,15294.528,ok
28,1975,10,29,39.3,155,526.31,1975-10-29,526.3056,ok
29,1975,11,3,31.8,0,0,1975-11-03,0,below_detection
30,1975,11,14,19.6,0,0,1975-11-14,0,below_detection
31,1975,11,24,17.8,0,0,1975-11-24,0,below_detection
32,1975,12,2,13.1,0,0,1975-12-02,0,below_detection
33,1975,12,24,16.2,0,0,1975-12-24,0,below_detection
1,1974,1,3,7.23,0,0,1974-01-03,0,below_detection
2,1974,1,14,7.87,0,0,1974-01-14,0,below_detection
3,1974,2,5,8.75,0,0,1974-02-05,0,below_detection
4,1974,2,18,6.42,0,0,1974-02-18,0,below_detection
5,1974,3,5,5.37,0,0,1974-03-05,0,below_detection
6,1974,3,18,6.73,0,0,1974-03-18,0,below_detection
7,1974,4,1,6.5,0,0,1974-04-01,0,below_detection
8,1974,4,17,6.89,0,0,1974-04-17,0,below_detection
9,1974,5,1,7.83,0,0,1974-05-01,0,below_detection
10,1974,5,20,6.09,0,0,1974-05-20,0,below_detection
11,1974,6,5,20.6,1250,2224.8,1974-06-05,2224.8,ok
12,1974,6,13,15.6,0,0,1974-06-13,0,below_detection
13,1974,6,24,17.3,307,458.88,1974-06-24,458.87904000000003,ok
14,1974,7,1,19.8,846,1447.27,1974-07-01,1447.26912,ok
15,1974,7,17,7.69,0,0,1974-07-17,0,below_detection
16,1974,7,25,9.47,0,0,1974-07-25,0,below_detection
17,1974,8,7,2.69,181,42.07,1974-08-07,42.067296,ok
18,1974,8,14,35,2540,7680.96,1974-08-14,7680.96,ok
19,1974,8,20,22,857,1628.99,1974-08-20,1628.9856,ok
20,1974,8,27,23.3,1020,2053.38,1974-08-27,2053.3824,ok
21,1974,9,2,19.6,644,1090.58,1974-09-02,1090.5753600000003,ok
22,1974,9,11,16.1,169,235.09,1974-09-11,235.08576000000002,ok
23,1974,9,16,12.2,0,0,1974-09-16,0,below_detection
24,1974,9,23,17.3,435,650.2,1974-09-23,650.2032,ok
25,1974,10,1,104,2040,18330.62,1974-10-01,18330.624,ok
26,1974,10,12,209,11900,214885.44,1974-10-12,214885.44,ok
27,1974,10,21,392,2070,70108.42,1974-10-21,70108.416,ok
28,1974,11,4,243,1700,35691.84,1974-11-04,35691.840000000004,ok
29,1974,11,22,45.4,0,0,1974-11-22,0,below_detection
30,1974,12,10,26.8,0,0,1974-12-10,0,below_detection
31,1974,12,20,34.9,0,0,1974-12-20,0,below_detection
1,1973,1,3,9.06,0,0,1973-01-03,0,below_detection
2,1973,1,16,7.93,0,0,1973-01-16,0,below_detection
3,1973,2,7,7.56,0,0,1973-02-07,0,below_detection
4,1973,2,19,7.01,0,0,1973-02-19,0,below_detection
5,1973,3,7,6.37,0,0,1973-03-07,0,below_detection
6,1973,3,16,6.37,0,0,1973-03-16,0,below_detection
7,1973,3,23,5.88,0,0,1973-03-23,0,below_detection
8,1973,4,5,5.6,0,0,1973-04-05,0,below_detection
9,1973,4,14,6.37,0,0,1973-04-14,0,below_detection
10,1973,4,23,5.36,0,0,1973-04-23,0,below_detection
11,1973,5,5,4.22,0,0,1973-05-05,0,below_detection
12,1973,5,25,3.71,0,0,1973-05-25,0,below_detection
13,1973,6,6,6.02,0,0,1973-06-06,0,below_detection
14,1973,6,11,8.4,0,0,1973-06-11,0,below_detection
15,1973,6,19,11.6,0,0,1973-06-19,0,below_detection
16,1973,7,6,19.4,0,0,1973-07-06,0,below_detection
17,1973,7,11,11.5,0,0,1973-07-11,0,below_detection
18,1973,7,18,11.8,0,0,1973-07-18,0,below_detection
19,1973,7,30,9.01,0,0,1973-07-30,0,below_detection
20,1973,8,8,8.89,0,0,1973-08-08,0,below_detection
21,1973,8,15,10.1,0,0,1973-08-15,0,below_detection
22,1973,8,23,302,1160,30267.65,1973-08-23,30267.648,ok
23,1973,8,29,76.7,241,1597.08,1973-08-29,1597.0780800000002,ok
24,1973,9,8,26.1,0,0,1973-09-08,0,below_detection
25,1973,9,14,22.7,0,0,1973-09-14,0,below_detection
26,1973,9,21,19.9,0,0,1973-09-21,0,below_detection
27,1973,9,26,18.7,0,0,1973-09-26,0,below_detection
28,1973,10,4,13.1,0,0,1973-10-04,0,below_detection
29,1973,10,9,2800,16585,4012243.2,1973-10-09,4012243.2,Q_extreme_check
30,1973,10,21,37.8,2980,9732.44,1973-10-21,9732.4416,ok
31,1973,10,26,41.9,2660,9629.63,1973-10-26,9629.625600000001,ok
32,1973,11,5,23.4,1120,2264.37,1973-11-05,2264.3712,ok
33,1973,11,23,15.6,0,0,1973-11-23,0,below_detection
34,1973,12,4,7.47,0,0,1973-12-04,0,below_detection
35,1973,12,19,10.5,0,0,1973-12-19,0,below_detection
1,1972,1,10,22.3,24,46.24,1972-01-10,46.24128,ok
2,1972,1,23,11.9,0,0,1972-01-23,0,below_detection
3,1972,2,6,10.9,0,0,1972-02-06,0,below_detection
4,1972,2,23,10.2,0,0,1972-02-23,0,below_detection
5,1972,3,2,11.3,0,0,1972-03-02,0,below_detection
6,1972,3,13,9.21,0,0,1972-03-13,0,below_detection
7,1972,3,22,8.44,0,0,1972-03-22,0,below_detection
8,1972,4,5,5.88,0,0,1972-04-05,0,below_detection
9,1972,4,18,6.23,0,0,1972-04-18,0,below_detection
10,1972,5,2,12.9,0,0,1972-05-02,0,below_detection
11,1972,5,16,12.9,0,0,1972-05-16,0,below_detection
12,1972,6,2,25,0,0,1972-06-02,0,below_detection
13,1972,6,19,20.3,0,0,1972-06-19,0,below_detection
14,1972,7,6,12.3,0,0,1972-07-06,0,below_detection
15,1972,7,13,10.8,0,0,1972-07-13,0,below_detection
16,1972,7,18,30.5,100,263.52,1972-07-18,263.52000000000004,ok
17,1972,7,26,19.7,0,0,1972-07-26,0,below_detection
18,1972,8,2,39.3,232,787.76,1972-08-02,787.76064,ok
19,1972,8,12,27.6,181,431.62,1972-08-12,431.61984000000007,ok
20,1972,8,16,25.4,0,0,1972-08-16,0,below_detection
21,1972,8,25,17.4,0,0,1972-08-25,0,below_detection
22,1972,9,7,12.7,0,0,1972-09-07,0,below_detection
23,1972,9,13,11.8,0,0,1972-09-13,0,below_detection
